+---------------------+----------------------------------------------+----------+-------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields              |
| of the Block class in question. The actual final values may be different                    |
| for different states of the block, or they may depend on a TileEntity etc.                  |
+---------------------+----------------------------------------------+----------+-------------+
| Mod name            | Registry name                                | Hardness |  Resistance |
| Unknown             | extrautils2:rainbowgenerator                 |     0.00 |        0.00 |
| Unknown             | extrautils2:redorchid                        |     0.00 |        0.00 |
| Unknown             | extrautils2:redstoneclock                    |     0.00 |        0.00 |
| Unknown             | extrautils2:redstonelantern                  |     0.00 |        0.00 |
| Unknown             | extrautils2:resonator                        |     0.00 |        0.00 |
| Unknown             | extrautils2:scanner                          |     0.00 |        0.00 |
| Unknown             | extrautils2:screen                           |     0.00 |        0.00 |
| Unknown             | extrautils2:simpledecorative                 |     0.00 |        0.00 |
| Unknown             | extrautils2:soundmuffler                     |     0.00 |        0.00 |
| Unknown             | extrautils2:spike_creative                   |     0.00 |        0.00 |
| Unknown             | extrautils2:spike_diamond                    |     0.00 |        0.00 |
| Unknown             | extrautils2:spike_gold                       |     0.00 |        0.00 |
| Unknown             | extrautils2:spike_iron                       |     0.00 |        0.00 |
| Unknown             | extrautils2:spike_stone                      |     0.00 |        0.00 |
| Unknown             | extrautils2:spike_wood                       |     0.00 |        0.00 |
| Unknown             | extrautils2:spotlight                        |     0.00 |        0.00 |
| Unknown             | extrautils2:supermobspawner                  |     0.00 |        0.00 |
| Unknown             | extrautils2:teleporter                       |     0.00 |        0.00 |
| Unknown             | extrautils2:terraformer                      |     0.00 |        0.00 |
| Unknown             | extrautils2:transferholder                   |     0.00 |        0.00 |
| Unknown             | extrautils2:trashcan                         |     0.00 |        0.00 |
| Unknown             | extrautils2:trashcanenergy                   |     0.00 |        0.00 |
| Unknown             | extrautils2:trashcanfluid                    |     0.00 |        0.00 |
| Unknown             | extrautils2:trashchest                       |     0.00 |        0.00 |
| Unknown             | extrautils2:user                             |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg               |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_beige         |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_black         |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_blue          |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_crystalblue   |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_darkblue      |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_darkgreen     |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_darkred       |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_emerald       |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_flame         |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_gold          |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_green         |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_grey          |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_lightblue     |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_lightgreen    |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_orange        |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_pink          |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_red           |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_white         |     0.00 |        0.00 |
| Unknown             | openterraingenerator:portalotg_yellow        |     0.00 |        0.00 |
| Unknown             | progcommblocks:pcb                           |     0.00 |        0.00 |
| Wumple Util Library | wumpleutil:blank                             |     0.00 |        0.00 |
| Wumple Util Library | wumpleutil:placeholder                       |     0.00 |        0.00 |
| Wumple Util Library | wumpleutil:repairing_block                   |     1.50 |        7.50 |
+---------------------+----------------------------------------------+----------+-------------+
| Mod name            | Registry name                                | Hardness |  Resistance |
+---------------------+----------------------------------------------+----------+-------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields              |
| of the Block class in question. The actual final values may be different                    |
| for different states of the block, or they may depend on a TileEntity etc.                  |
+---------------------+----------------------------------------------+----------+-------------+
